Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Argentina,Wheat,2010,63232,500.2,21407.74,9.38
Argentina,Wheat,2011,64401,850.0,30597.21,11.29
Argentina,Wheat,2012,67076,697.3,16128.32,12.7
Argentina,Wheat,2013,77551,1303.7,32432.89,9.41
Argentina,Soybeans,1995,37459,1009.4,15304.18,12.77
Argentina,Soybeans,1996,39223,624.2,22071.41,14.33
Argentina,Soybeans,1997,35784,467.9,25512.69,12.38
Argentina,Soybeans,1998,46156,696.7,18368.4,10.95
Argentina,Soybeans,1999,34818,502.2,15087.51,16.2
Argentina,Soybeans,2000,36624,638.6,19258.33,8.17
Argentina,Soybeans,2001,47308,931.5,17865.54,12.23
Argentina,Soybeans,2002,35220,692.3,15288.25,11.13
Argentina,Soybeans,2003,48624,739.9,16151.44,13.06
Argentina,Soybeans,2004,38147,835.7,31979.4,12.52
Argentina,Soybeans,2005,47478,875.6,30929.96,13.14
Argentina,Soybeans,2006,39184,1031.3,19903.19,10.66
Argentina,Soybeans,2007,46525,814.0,22388.66,8.75
Argentina,Soybeans,2008,41172,1027.4,31026.7,10.65
Argentina,Soybeans,2009,46323,1086.0,32201.72,10.63
Argentina,Soybeans,2010,42682,867.9,22679.81,11.3
Argentina,Soybeans,2011,43159,697.1,30085.25,12.44
Argentina,Soybeans,2012,36195,1057.4,16158.91,11.26
Argentina,Soybeans,2013,43467,1083.7,27999.15,10.58
Argentina,Sorghum,1995,50532,993.0,18078.29,11.89
Argentina,Sorghum,1996,46375,798.1,18484.55,9.94
Argentina,Sorghum,1997,52827,632.5,15693.4,11.68
Argentina,Sorghum,1998,42428,973.0,26876.31,11.39
Argentina,Sorghum,1999,58866,568.4,28579.6,12.08
Argentina,Sorghum,2000,51642,1177.7,18721.71,12.26
Argentina,Sorghum,2001,49315,701.5,19359.71,12.1
Argentina,Sorghum,2002,43922,566.6,31634.03,14.05
Argentina,Sorghum,2003,53833,1073.2,18873.8,10.3
Argentina,Sorghum,2004,54027,1070.7,20951.64,12.11
Argentina,Sorghum,2005,55838,914.8,28687.32,11.71
Argentina,Sorghum,2006,57736,784.2,23657.34,10.76
Argentina,Sorghum,2007,44140,581.7,22756.0,10.25
Argentina,Sorghum,2008,48282,1020.3,30581.03,12.0
Argentina,Sorghum,2009,48466,598.6,32244.96,11.87
Argentina,Sorghum,2010,43747,438.8,24021.2,10.36
Argentina,Sorghum,2011,48190,1056.3,30998.31,10.91
Argentina,Sorghum,2012,58730,1028.8,16772.71,11.58
Argentina,Sorghum,2013,51438,948.4,26618.4,10.0
Argentina,Cassava,1995,119845,840.4,28656.77,8.39
Argentina,Cassava,1996,151961,637.0,17353.35,13.76
Argentina,Cassava,1997,127064,740.8,15178.33,10.29
Argentina,Cassava,1998,143407,996.2,21553.19,15.11
Argentina,Cassava,1999,150249,687.8,31742.49,9.29
Argentina,Cassava,2000,154191,755.9,24237.69,12.92
Argentina,Cassava,2001,140612,707.3,32265.3,8.55
Argentina,Cassava,2002,113568,894.3,20027.43,10.59
Argentina,Cassava,2003,151346,662.0,31619.27,9.36
Argentina,Cassava,2004,116119,257.7,25032.86,9.95
Argentina,Cassava,2005,134387,651.8,23637.72,10.86
Argentina,Cassava,2006,135234,1101.6,19278.44,10.12
Argentina,Cassava,2007,122533,987.6,21190.8,11.95
Argentina,Cassava,2008,138391,1146.9,17342.35,11.6
Argentina,Cassava,2009,137615,364.9,30957.49,11.46
Argentina,Cassava,2010,107079,291.1,24692.64,9.92
Argentina,Cassava,2011,144756,757.8,18321.22,11.53
Argentina,Cassava,2012,140639,999.3,29605.36,12.41
Argentina,Cassava,2013,144913,1140.2,25336.97,13.21
Argentina,Sweet potatoes,1995,136709,900.6,25585.19,14.93
Argentina,Sweet potatoes,1996,138159,923.0,23425.56,13.88
Argentina,Sweet potatoes,1997,120146,387.9,14031.95,11.23
Argentina,Sweet potatoes,1998,119991,823.5,20760.69,11.84
Argentina,Sweet potatoes,1999,132435,578.7,25422.1,13.01
Argentina,Sweet potatoes,2000,116680,978.4,22511.58,11.59
Argentina,Sweet potatoes,2001,125455,692.8,32331.32,10.92
Argentina,Sweet potatoes,2002,117181,941.4,22923.03,11.28
Argentina,Sweet potatoes,2003,113206,767.4,29215.71,13.68
Argentina,Sweet potatoes,2004,137833,825.6,20186.33,11.79
Argentina,Sweet potatoes,2005,108405,639.2,28970.8,11.7
Argentina,Sweet potatoes,2006,114473,612.8,32465.25,12.08
Argentina,Sweet potatoes,2007,132437,672.6,32569.37,11.18
Argentina,Sweet potatoes,2008,110702,776.8,24039.34,14.45
Argentina,Sweet potatoes,2009,134983,435.5,33380.99,12.32
Argentina,Sweet potatoes,2010,104767,540.4,29980.33,11.27
Argentina,Sweet potatoes,2011,134181,668.1,25907.4,10.77
Argentina,Sweet potatoes,2012,133293,670.3,24332.32,11.32
Argentina,Sweet potatoes,2013,141826,646.1,33311.85,10.62
Argentina,Yams,1995,116493,604.9,20010.6,10.77
Argentina,Yams,1996,143368,547.3,30579.86,12.67
Argentina,Yams,1997,133969,649.9,26061.6,11.39
Argentina,Yams,1998,134981,675.7,32348.59,10.71
Argentina,Yams,1999,116692,551.6,15691.93,12.83
Argentina,Yams,2000,126793,566.7,17903.84,10.49
Argentina,Yams,2001,127601,968.6,17862.19,10.87
Argentina,Yams,2002,148555,751.0,15630.8,11.19
Argentina,Yams,2003,135991,746.7,16315.19,14.07
Argentina,Yams,2004,142938,605.3,25275.13,12.67
Argentina,Yams,2005,154259,917.3,31105.51,12.7
Argentina,Yams,2006,137172,1081.9,29598.12,8.6
Argentina,Yams,2007,110063,479.2,20020.61,10.3
Argentina,Yams,2008,137725,671.8,28937.82,12.11
Argentina,Yams,2009,136424,597.4,26988.38,10.37
Argentina,Yams,2010,146118,804.0,32243.89,12.48
Argentina,Yams,2011,113555,783.2,30336.21,12.56
Argentina,Yams,2012,106051,461.4,21159.19,10.62
Argentina,Yams,2013,114320,593.9,26737.47,10.87
Argentina,Plantains and others,1995,137267,707.6,25745.74,8.99
Argentina,Plantains and others,1996,155684,610.3,31758.64,10.61
Argentina,Plantains and others,1997,136687,417.7,23008.09,12.6
Argentina,Plantains and others,1998,141495,730.0,21443.13,10.88
Argentina,Plantains and others,1999,187408,1099.3,31920.91,9.54
Argentina,Plantains and others,2000,170191,1118.1,16717.78,11.3
Argentina,Plantains and others,2001,139177,580.1,22310.12,10.92
Argentina,Plantains and others,2002,148620,664.2,24354.84,14.68
Argentina,Plantains and others,2003,140049,812.3,32805.34,10.01
Argentina,Plantains and others,2004,187875,912.8,16172.44,11.08
Argentina,Plantains and others,2005,146526,217.4,20649.97,12.78
Argentina,Plantains and others,2006,177832,921.1,28370.86,11.16
Argentina,Plantains and others,2007,164030,631.9,26549.82,12.99
Argentina,Plantains and others,2008,190203,625.3,27131.18,13.36
Argentina,Plantains and others,2009,153938,634.2,24917.8,11.48
Argentina,Plantains and others,2010,165696,862.7,24479.04,11.93
Argentina,Plantains and others,2011,188372,625.2,20338.91,12.19
Argentina,Plantains and others,2012,185859,933.5,29836.13,10.08
Argentina,Plantains and others,2013,178993,880.8,26075.01,11.43
Canada,Maize,1995,117907,1459.3,108429.53,9.58
Canada,Maize,1996,133146,1554.1,78271.17,12.45
Canada,Maize,1997,114404,1669.2,61901.2,9.76
Canada,Maize,1998,130141,1534.3,104139.18,12.05
Canada,Maize,1999,100701,1616.6,83474.28,10.71
Canada,Maize,2000,91020,1597.5,65433.64,8.66
Canada,Maize,2001,96887,1175.9,114738.74,12.26
Canada,Maize,2002,119348,1576.5,65570.93,10.79
Canada,Maize,2003,103819,1480.5,112718.41,12.86
Canada,Maize,2004,99684,1465.8,67711.93,10.03
Canada,Maize,2005,132905,1820.5,115528.37,6.49
Canada,Maize,2006,118572,1480.8,81199.73,10.82
Canada,Maize,2007,126287,1298.1,93488.3,9.08
Canada,Maize,2008,121657,1271.9,91377.92,10.61
Canada,Maize,2009,116922,1629.5,67229.39,10.81
Canada,Maize,2010,105251,1546.3,112246.86,10.17
Canada,Maize,2011,92547,1461.8,61057.88,9.88
Canada,Maize,2012,125656,1328.1,79098.96,11.06
Canada,Maize,2013,111478,1786.9,88698.07,10.22
Canada,Potatoes,1995,232785,1498.7,58213.5,10.62
Canada,Potatoes,1996,229100,1865.0,115667.29,10.35
Canada,Potatoes,1997,275122,1549.4,120318.27,14.56
Canada,Potatoes,1998,211529,1503.1,105939.36,11.02
Canada,Potatoes,1999,211669,1621.2,71622.44,9.91
Canada,Potatoes,2000,232640,1649.4,76747.27,8.24
Canada,Potatoes,2001,257578,1522.1,109230.55,9.04
Canada,Potatoes,2002,208085,1663.2,106130.79,8.01
Canada,Potatoes,2003,177013,1714.2,62321.51,6.46
Canada,Potatoes,2004,194144,1656.3,58193.68,8.8
Canada,Potatoes,2005,252152,1447.1,66501.99,10.09
Canada,Potatoes,2006,207857,1923.9,94151.37,8.79
Canada,Potatoes,2007,229756,1579.2,110487.27,12.39
Canada,Potatoes,2008,251279,1592.9,86416.67,11.3
Canada,Potatoes,2009,229625,1823.1,68295.82,9.47
Canada,Potatoes,2010,197253,1486.4,118393.54,8.76
Canada,Potatoes,2011,222381,1869.9,62301.22,13.24
Canada,Potatoes,2012,265840,1316.2,109567.76,10.88
Canada,Potatoes,2013,242127,1476.8,85716.04,9.58
Canada,"Rice, paddy",1995,95612,1666.4,79141.67,10.54
Canada,"Rice, paddy",1996,112369,1648.6,119712.76,13.18
Canada,"Rice, paddy",1997,93537,1614.6,103225.13,11.45
Canada,"Rice, paddy",1998,99486,1769.9,72943.69,9.34
Canada,"Rice, paddy",1999,107371,1712.6,60151.33,9.54
Canada,"Rice, paddy",2000,89013,1287.3,90195.99,11.1
Canada,"Rice, paddy",2001,106507,1312.2,57119.5,8.3
Canada,"Rice, paddy",2002,102228,1578.5,78591.36,10.18
Canada,"Rice, paddy",2003,106616,1871.8,103537.36,8.63
Canada,"Rice, paddy",2004,79656,1644.0,72504.33,9.19
Canada,"Rice, paddy",2005,97715,1242.3,85604.75,7.33
Canada,"Rice, paddy",2006,97455,1338.3,57527.62,8.63
Canada,"Rice, paddy",2007,98638,1163.1,102349.86,11.84
Canada,"Rice, paddy",2008,100208,1840.3,97696.1,5.5
Canada,"Rice, paddy",2009,98849,1431.3,64550.41,9.76
Canada,"Rice, paddy",2010,107227,1543.9,65563.98,12.05
Canada,"Rice, paddy",2011,84487,1826.3,54997.58,10.94
Canada,"Rice, paddy",2012,95449,1664.4,58873.77,9.63
Canada,"Rice, paddy",2013,84719,1182.4,114526.75,10.01
Canada,Wheat,1995,75245,1804.0,54118.26,9.41
Canada,Wheat,1996,61943,1460.4,92789.97,11.68
Canada,Wheat,1997,79870,1455.5,74105.25,10.07
Canada,Wheat,1998,68952,1723.3,82421.36,7.33
Canada,Wheat,1999,71103,1296.8,56728.81,13.43
Canada,Wheat,2000,74250,1729.5,91789.7,11.93
Canada,Wheat,2001,83019,1622.1,109032.64,11.1
Canada,Wheat,2002,87830,1428.6,112809.58,13.83
Canada,Wheat,2003,60908,1506.6,61227.61,11.99
Canada,Wheat,2004,75714,1468.8,86964.86,9.41
Canada,Wheat,2005,73419,1569.8,89142.09,10.91
Canada,Wheat,2006,62883,1863.7,53937.12,15.02
Canada,Wheat,2007,85052,1377.5,115492.45,11.5
Canada,Wheat,2008,76096,1606.0,65735.53,7.62
Canada,Wheat,2009,60459,1930.7,60455.25,9.82
Canada,Wheat,2010,65292,1497.9,122844.84,12.91
Canada,Wheat,2011,84342,1586.9,111287.24,12.32
Canada,Wheat,2012,65537,1551.6,119912.32,11.26
Canada,Wheat,2013,71872,1580.4,111608.56,9.17
Canada,Soybeans,1995,54355,1655.2,66531.41,11.68
Canada,Soybeans,1996,38990,1541.6,81416.56,7.35
Canada,Soybeans,1997,39036,1295.6,66387.11,9.62
Canada,Soybeans,1998,54669,1865.5,91823.77,10.37
Canada,Soybeans,1999,48376,1864.8,98783.75,12.09
Canada,Soybeans,2000,51859,1457.3,112234.9,10.77
Canada,Soybeans,2001,40538,1736.5,53605.33,9.24
Canada,Soybeans,2002,46386,1722.0,53159.42,11.38
Canada,Soybeans,2003,39608,1391.5,98028.27,11.22
Canada,Soybeans,2004,39689,1551.0,98410.01,8.32
Canada,Soybeans,2005,40382,1462.0,69761.3,9.56
Canada,Soybeans,2006,51458,1942.7,83703.88,8.66
Canada,Soybeans,2007,51256,1441.5,56835.55,11.07
Canada,Soybeans,2008,54854,1601.0,93953.03,10.14
Canada,Soybeans,2009,43554,1545.9,79456.2,11.95
Canada,Soybeans,2010,47345,1423.9,120489.18,8.76
Canada,Soybeans,2011,37925,1169.6,66610.95,9.7
Canada,Soybeans,2012,38812,1322.6,79281.86,9.95
Canada,Soybeans,2013,37881,1231.0,78571.44,9.93
Canada,Sorghum,1995,63970,1603.5,74811.51,10.38
Canada,Sorghum,1996,50789,1677.5,111528.35,12.25
Canada,Sorghum,1997,67461,1605.5,105616.44,10.42
Canada,Sorghum,1998,63695,1640.5,101362.82,10.95
Canada,Sorghum,1999,66072,1730.6,109700.83,10.53
Canada,Sorghum,2000,63704,1291.7,55079.38,12.17
Canada,Sorghum,2001,60981,1194.1,63070.39,11.59
Canada,Sorghum,2002,55437,1651.4,97581.79,11.12
Canada,Sorghum,2003,69001,1585.2,89491.83,14.16
Canada,Sorghum,2004,57443,1421.5,107811.7,10.28
Canada,Sorghum,2005,59813,1847.2,83567.78,11.18
Canada,Sorghum,2006,60408,1683.1,68914.6,12.46
Canada,Sorghum,2007,70047,1891.0,96503.06,11.67
Canada,Sorghum,2008,55954,2027.9,60465.78,11.17
Canada,Sorghum,2009,58483,1760.0,56472.09,12.03
Canada,Sorghum,2010,60462,1889.9,84466.25,9.03
Canada,Sorghum,2011,47050,1320.1,83360.94,8.61
Canada,Sorghum,2012,65563,1502.3,81796.94,12.09
Canada,Sorghum,2013,70647,2292.1,120496.85,10.08
Canada,Cassava,1995,146845,1514.5,119363.02,8.41
Canada,Cassava,1996,158333,1280.8,60056.35,9.66
Canada,Cassava,1997,176918,1383.8,55030.51,11.71
Canada,Cassava,1998,155055,1267.2,115191.96,8.71
Canada,Cassava,1999,135611,1620.5,121373.09,10.1
Canada,Cassava,2000,180795,1490.1,88950.36,12.07
Canada,Cassava,2001,129718,1500.2,81291.66,10.51
Canada,Cassava,2002,139660,1457.6,110766.65,10.29
Canada,Cassava,2003,142486,1749.4,104718.34,9.85
Canada,Cassava,2004,168121,1614.0,80181.84,9.87
Canada,Cassava,2005,159140,1138.9,84497.4,9.32
Canada,Cassava,2006,174606,1467.9,85810.42,10.5
Canada,Cassava,2007,182334,1715.4,97178.08,10.15
Canada,Cassava,2008,146687,1501.8,69597.79,10.87
Canada,Cassava,2009,175571,1588.9,86375.59,8.39
Canada,Cassava,2010,185068,1910.4,119125.28,9.93
Canada,Cassava,2011,143888,1596.9,78042.6,8.1
Canada,Cassava,2012,158407,1842.4,85402.15,9.72
Canada,Cassava,2013,163489,1949.9,64650.94,10.35
Canada,Sweet potatoes,1995,129442,1653.3,74691.31,9.86
Canada,Sweet potatoes,1996,130831,1271.7,71884.19,11.06
Canada,Sweet potatoes,1997,137609,1626.6,93830.59,6.98
Canada,Sweet potatoes,1998,148128,1260.6,61135.64,12.14
Canada,Sweet potatoes,1999,139001,1453.6,80718.36,11.5
Canada,Sweet potatoes,2000,154057,2013.4,55493.6,11.15
Canada,Sweet potatoes,2001,137187,1549.9,110123.36,9.31
Canada,Sweet potatoes,2002,124554,1622.9,81384.84,11.06
Canada,Sweet potatoes,2003,136359,1580.5,112075.09,11.57
Canada,Sweet potatoes,2004,133355,1321.6,68321.94,10.57
Canada,Sweet potatoes,2005,150858,1566.8,82260.02,9.52
Canada,Sweet potatoes,2006,144973,1658.5,59548.82,8.49
Canada,Sweet potatoes,2007,171987,1414.5,111353.66,14.99
Canada,Sweet potatoes,2008,149474,1511.6,72412.3,10.12
Canada,Sweet potatoes,2009,144362,1682.0,97449.79,11.27
Canada,Sweet potatoes,2010,154188,1420.4,112149.03,12.91
Canada,Sweet potatoes,2011,136522,1676.4,115314.7,13.46
Canada,Sweet potatoes,2012,161939,1892.5,88218.23,9.56
Canada,Sweet potatoes,2013,133566,1337.6,115797.88,8.13
Canada,Yams,1995,144358,1079.9,71194.27,10.78
Canada,Yams,1996,150997,1401.8,100255.34,11.37
Canada,Yams,1997,149232,1416.3,80609.74,9.15
Canada,Yams,1998,169367,1660.9,105653.94,13.95
Canada,Yams,1999,168756,1834.5,75668.08,11.29
Canada,Yams,2000,134425,1812.5,90490.27,11.12
Canada,Yams,2001,140495,1084.0,101096.6,11.6
Canada,Yams,2002,135171,1673.0,100318.26,11.93
Canada,Yams,2003,127228,1428.4,90111.93,12.2
Canada,Yams,2004,149663,1318.6,91438.96,10.66
Canada,Yams,2005,120293,1570.1,113930.68,6.52
Canada,Yams,2006,124874,1463.5,55874.14,11.21
Canada,Yams,2007,152281,1472.9,113953.43,12.74
Canada,Yams,2008,134048,1634.4,65225.68,10.01
Canada,Yams,2009,160287,1834.6,66919.09,9.77
Canada,Yams,2010,123109,1359.0,74785.72,11.34
Canada,Yams,2011,166246,1326.6,98586.57,9.67
Canada,Yams,2012,166667,1610.6,93829.46,9.99
Canada,Yams,2013,142727,2288.5,86875.32,11.13
Canada,Plantains and others,1995,180840,1509.5,55655.58,9.47
Canada,Plantains and others,1996,202484,1614.5,61441.44,7.4
Canada,Plantains and others,1997,169726,1797.0,58883.98,7.93
Canada,Plantains and others,1998,195195,1616.6,111485.85,10.16
Canada,Plantains and others,1999,226089,1722.4,117147.69,10.51
Canada,Plantains and others,2000,159924,1658.4,53889.15,13.59
Canada,Plantains and others,2001,209466,1738.2,93896.94,9.99
Canada,Plantains and others,2002,177991,1353.5,82925.37,10.17
Canada,Plantains and others,2003,170669,1360.5,121717.24,10.65
Canada,Plantains and others,2004,177348,1600.9,90341.25,8.2
Canada,Plantains and others,2005,209541,1598.3,95487.87,12.94
Canada,Plantains and others,2006,156132,1594.3,114642.96,9.82
Canada,Plantains and others,2007,184037,1743.4,77938.07,10.2
Canada,Plantains and others,2008,213636,1571.0,89226.25,12.21
Canada,Plantains and others,2009,180068,1397.8,54860.1,11.9
Canada,Plantains and others,2010,208720,1277.0,107540.48,13.82
Canada,Plantains and others,2011,185174,1411.5,118147.6,10.58
Canada,Plantains and others,2012,168368,1904.5,100775.82,8.16
Canada,Plantains and others,2013,178477,1497.5,67114.2,11.76
Indonesia,Maize,1995,129727,1834.0,60619.49,26.1
Indonesia,Maize,1996,107923,1794.2,73031.41,24.62
Indonesia,Maize,1997,101578,1528.1,69974.52,30.68
Indonesia,Maize,1998,94601,1827.3,63598.8,26.72
Indonesia,Maize,1999,99322,1584.7,67110.21,25.78
Indonesia,Maize,2000,133693,2261.1,81025.21,27.43
Indonesia,Maize,2001,123709,2080.7,91646.65,22.83
Indonesia,Maize,2002,119710,1713.9,68885.51,30.13
Indonesia,Maize,2003,109446,1733.0,57726.29,25.69
Indonesia,Maize,2004,134599,1942.0,91293.93,24.98
Indonesia,Maize,2005,119006,1486.2,93591.44,29.79
Indonesia,Maize,2006,126912,1688.7,72313.34,28.3
Indonesia,Maize,2007,135746,2300.1,79403.14,27.38
Indonesia,Maize,2008,127294,1992.5,52444.52,24.64
Indonesia,Maize,2009,104563,1681.4,52614.76,30.1
Indonesia,Maize,2010,127734,1792.6,67899.41,25.23
Indonesia,Maize,2011,128428,1992.1,46945.47,29.48
Indonesia,Maize,2012,112667,1769.6,79495.45,28.16
Indonesia,Maize,2013,100311,2089.7,71349.09,27.0
Indonesia,Potatoes,1995,237274,1736.9,49114.52,30.43
Indonesia,Potatoes,1996,212579,1546.0,44273.93,27.52
Indonesia,Potatoes,1997,201799,1795.8,48425.16,27.12
Indonesia,Potatoes,1998,231623,2015.7,70433.2,28.28
Indonesia,Potatoes,1999,252330,1893.6,87278.09,24.66
Indonesia,Potatoes,2000,219611,1627.9,89800.15,26.89
Indonesia,Potatoes,2001,258523,1856.6,87466.28,30.07
Indonesia,Potatoes,2002,208265,1854.7,74349.74,28.62
Indonesia,Potatoes,2003,217688,1828.2,52098.38,28.47
Indonesia,Potatoes,2004,223484,1849.3,77489.73,25.58
Indonesia,Potatoes,2005,251826,1979.0,66281.38,28.06
Indonesia,Potatoes,2006,208673,1540.8,52273.79,27.2
Indonesia,Potatoes,2007,216904,1842.1,71487.56,26.33
Indonesia,Potatoes,2008,214654,1613.6,90943.07,27.68
Indonesia,Potatoes,2009,269346,2220.5,97189.12,28.4
Indonesia,Potatoes,2010,238559,1530.4,74825.87,29.72
Indonesia,Potatoes,2011,225654,2166.7,70776.39,26.43
Indonesia,Potatoes,2012,253247,2260.1,104003.42,24.92
Indonesia,Potatoes,2013,231604,1770.8,48331.25,26.6
Indonesia,"Rice, paddy",1995,105499,1498.8,84221.23,27.65
Indonesia,"Rice, paddy",1996,98244,1637.5,101539.55,25.31
Indonesia,"Rice, paddy",1997,106436,1757.1,90172.71,29.82
Indonesia,"Rice, paddy",1998,105583,2019.4,98792.96,27.98
Indonesia,"Rice, paddy",1999,108379,1707.5,88370.94,25.05
Indonesia,"Rice, paddy",2000,104226,1585.6,73419.91,28.62
Indonesia,"Rice, paddy",2001,86579,1655.7,55237.48,27.51
Indonesia,"Rice, paddy",2002,92976,1934.9,73910.22,24.74
Indonesia,"Rice, paddy",2003,113488,1838.7,95204.83,27.86
Indonesia,"Rice, paddy",2004,108738,2260.2,56015.39,27.48
Indonesia,"Rice, paddy",2005,110370,2020.6,49782.19,26.47
Indonesia,"Rice, paddy",2006,99769,2082.9,73430.87,25.21
Indonesia,"Rice, paddy",2007,113175,1962.7,47548.32,27.55
Indonesia,"Rice, paddy",2008,99962,2134.7,67632.37,28.01
Indonesia,"Rice, paddy",2009,80742,1815.4,76538.79,28.95
Indonesia,"Rice, paddy",2010,107375,1964.3,87282.65,25.68
Indonesia,"Rice, paddy",2011,101358,1837.6,66315.31,25.5
Indonesia,"Rice, paddy",2012,111651,1953.8,50637.65,28.03
Indonesia,"Rice, paddy",2013,108519,2252.3,54023.75,27.0
Indonesia,Wheat,1995,64130,1733.2,44686.1,24.87
Indonesia,Wheat,1996,77026,1772.8,49651.66,26.82
Indonesia,Wheat,1997,84327,1838.0,52142.71,26.78
Indonesia,Wheat,1998,74922,1750.7,98360.01,27.44
Indonesia,Wheat,1999,69459,1801.1,48661.6,26.75
Indonesia,Wheat,2000,59847,1752.5,66663.47,30.56
Indonesia,Wheat,2001,64630,1750.4,91477.48,26.91
Indonesia,Wheat,2002,71918,1463.4,57711.53,28.97
Indonesia,Wheat,2003,71757,1344.5,79209.74,25.75
Indonesia,Wheat,2004,64624,1967.2,83796.03,24.42
Indonesia,Wheat,2005,73117,1699.9,55765.56,27.22
Indonesia,Wheat,2006,65366,1826.0,78996.02,26.16
Indonesia,Wheat,2007,61684,2029.9,97782.33,28.65
Indonesia,Wheat,2008,86782,1990.0,84339.05,26.51
Indonesia,Wheat,2009,62606,1897.1,78542.56,26.33
Indonesia,Wheat,2010,69554,2408.4,56650.38,27.79
Indonesia,Wheat,2011,66903,1767.5,95621.05,30.79
Indonesia,Wheat,2012,65400,1796.9,47345.08,27.73
Indonesia,Wheat,2013,90075,2057.8,87274.98,26.39
Indonesia,Soybeans,1995,53433,1670.6,84430.9,29.96
Indonesia,Soybeans,1996,41557,2032.3,98503.23,28.57
Indonesia,Soybeans,1997,43442,1992.8,99556.36,28.04
Indonesia,Soybeans,1998,50184,2267.6,58483.74,27.38
Indonesia,Soybeans,1999,47959,1646.2,69911.35,25.39
Indonesia,Soybeans,2000,43273,1743.1,61702.63,22.52
Indonesia,Soybeans,2001,40685,2140.3,54285.75,27.94
Indonesia,Soybeans,2002,50000,1656.4,99988.59,29.01
Indonesia,Soybeans,2003,40021,1579.1,75180.06,25.73
Indonesia,Soybeans,2004,47507,1864.8,45399.24,29.78
Indonesia,Soybeans,2005,50663,1936.4,57380.31,22.98
Indonesia,Soybeans,2006,44612,1643.1,59506.77,26.01
Indonesia,Soybeans,2007,49711,1904.4,82256.41,25.05
Indonesia,Soybeans,2008,44731,1571.2,73712.65,26.85
Indonesia,Soybeans,2009,39557,2009.0,53191.75,28.46
Indonesia,Soybeans,2010,39883,1888.7,95488.65,28.73
Indonesia,Soybeans,2011,41825,2435.8,95777.71,30.05
Indonesia,Soybeans,2012,57098,1764.7,96197.19,24.99
Indonesia,Soybeans,2013,55751,1794.3,94223.88,25.79
Indonesia,Sorghum,1995,59989,1910.9,97159.35,25.42
Indonesia,Sorghum,1996,59913,1793.5,65721.54,25.8
Indonesia,Sorghum,1997,59609,1747.5,101865.02,27.24
Indonesia,Sorghum,1998,50993,1957.9,53145.66,27.25
Indonesia,Sorghum,1999,52163,1693.1,90755.48,28.57
Indonesia,Sorghum,2000,62837,1835.8,55764.65,26.48
Indonesia,Sorghum,2001,52237,1976.0,90049.23,27.65
Indonesia,Sorghum,2002,64296,1959.9,83524.16,29.16
Indonesia,Sorghum,2003,49969,1595.6,81761.38,31.23
Indonesia,Sorghum,2004,50072,1942.5,58410.13,25.43
Indonesia,Sorghum,2005,59590,2138.9,66765.49,26.17
Indonesia,Sorghum,2006,70972,2237.3,65776.17,25.6
Indonesia,Sorghum,2007,61843,1838.1,76401.97,28.6
Indonesia,Sorghum,2008,69448,2007.8,87005.02,27.84
Indonesia,Sorghum,2009,64451,2091.5,86035.57,26.57
Indonesia,Sorghum,2010,55045,2109.8,97969.56,26.25
Indonesia,Sorghum,2011,55377,1574.1,103285.73,29.86
Indonesia,Sorghum,2012,50359,1752.7,83843.49,25.19
Indonesia,Sorghum,2013,50364,2031.8,95415.22,27.57
Indonesia,Cassava,1995,140561,1887.9,44964.43,26.77
Indonesia,Cassava,1996,169584,1924.8,89434.51,29.68
Indonesia,Cassava,1997,144717,1884.3,81486.99,24.9
Indonesia,Cassava,1998,176316,1821.2,47422.39,28.01
Indonesia,Cassava,1999,179615,2196.5,74786.15,28.47
Indonesia,Cassava,2000,150592,1654.1,85437.58,27.22
Indonesia,Cassava,2001,161005,2009.5,67443.0,28.14
Indonesia,Cassava,2002,159262,1969.0,45250.74,25.21
Indonesia,Cassava,2003,173078,1989.2,66884.41,27.67
Indonesia,Cassava,2004,148246,2003.7,67997.46,27.57
Indonesia,Cassava,2005,144496,1818.7,45138.04,29.09
Indonesia,Cassava,2006,163959,1957.7,84610.6,25.44
Indonesia,Cassava,2007,174886,1884.1,94210.17,26.79
Indonesia,Cassava,2008,147706,1763.3,97060.13,28.11
Indonesia,Cassava,2009,141039,1905.0,58869.59,28.08
Indonesia,Cassava,2010,177222,2079.7,54220.73,27.18
Indonesia,Cassava,2011,162152,2073.4,99248.88,26.34
Indonesia,Cassava,2012,174924,2137.7,76597.13,26.47
Indonesia,Cassava,2013,139286,1654.2,95090.51,27.9
Indonesia,Sweet potatoes,1995,131536,1802.2,86467.68,27.43
Indonesia,Sweet potatoes,1996,146001,1561.3,87404.13,25.54
Indonesia,Sweet potatoes,1997,152365,1742.1,84266.78,28.43
Indonesia,Sweet potatoes,1998,136306,1755.2,72197.88,25.56
Indonesia,Sweet potatoes,1999,157367,2086.8,56762.29,25.51
Indonesia,Sweet potatoes,2000,118756,1855.0,79932.55,28.44
Indonesia,Sweet potatoes,2001,163205,1744.3,80263.31,28.44
Indonesia,Sweet potatoes,2002,121013,2182.5,70492.83,28.37
Indonesia,Sweet potatoes,2003,146431,1827.0,74630.75,27.44
Indonesia,Sweet potatoes,2004,128128,1399.7,72043.63,26.44
Indonesia,Sweet potatoes,2005,126151,1414.4,77896.97,25.91
Indonesia,Sweet potatoes,2006,137855,1855.8,56337.55,27.79
